AC	ID	Organism	OrganismId	#Localizations_exp	#Localizations_nonExp	Localization
B9LUD2	AROA_HALLT 	Halorubrum lacusprofundi                	416348	0	1	Cytoplasm (By similarity).
B0R558	AROA_HALS3 	Halobacterium salinarum                 	478009	0	1	Cytoplasm (By similarity).
Q9HQC1	AROA_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (By similarity).
Q18F09	AROA_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cytoplasm (By similarity).
B1L5R5	AROA_KORCO 	Korarchaeum cryptofilum                 	374847	0	1	Cytoplasm (By similarity).
A6UTB9	AROA_META3 	Methanococcus aeolicus                  	419665	0	1	Cytoplasm (By similarity).
Q8THH3	AROA_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (By similarity).
A7I8L8	AROA_METB6 	Methanoregula boonei                    	456442	0	1	Cytoplasm (By similarity).
Q12X18	AROA_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (By similarity).
Q2FQ54	AROA_METHJ 	Methanospirillum hungatei JF-1          	323259	0	1	Cytoplasm (By similarity).
Q57925	AROA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
Q8TXN4	AROA_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (By similarity).
A2SU05	AROA_METLZ 	Methanocorpusculum labreanum            	410358	0	1	Cytoplasm (By similarity).
A4FWX2	AROA_METM5 	Methanococcus maripaludis               	402880	0	1	Cytoplasm (By similarity).
A9AAA7	AROA_METM6 	Methanococcus maripaludis               	444158	0	1	Cytoplasm (By similarity).
A6VGE5	AROA_METM7 	Methanococcus maripaludis               	426368	0	1	Cytoplasm (By similarity).
Q8PXI0	AROA_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (By similarity).
A3CV28	AROA_METMJ 	Methanoculleus marisnigri               	368407	0	1	Cytoplasm (By similarity).
Q6LXY8	AROA_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (By similarity).
B8GF70	AROA_METPE 	Methanosphaerula palustris              	521011	0	1	Cytoplasm (By similarity).
A5UJV0	AROA_METS3 	Methanobrevibacter smithii              	420247	0	1	Cytoplasm (By similarity).
Q2NH05	AROA_METST 	Methanosphaera stadtmanae               	339860	0	1	Cytoplasm (By similarity).
O26860	AROA_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (By similarity).
A0B7Z0	AROA_METTP 	Methanosaeta thermophila                	349307	0	1	Cytoplasm (By similarity).
A6UPK5	AROA_METVS 	Methanococcus vannielii                 	406327	0	1	Cytoplasm (By similarity).
Q3IQG6	AROA_NATPD 	Natronomonas pharaonis                  	348780	0	1	Cytoplasm (By similarity).
A9A231	AROA_NITMS 	Nitrosopumilus maritimus                	436308	0	1	Cytoplasm (By similarity).
Q6L1G5	AROA_PICTO 	Picrophilus torridus                    	263820	0	1	Cytoplasm (By similarity).
Q9V1H1	AROA_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
Q8U0A0	AROA_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
C3MZF0	AROA_SULIA 	Sulfolobus islandicus                   	427318	0	1	Cytoplasm (By similarity).
C4KIN0	AROA_SULIK 	Sulfolobus islandicus                   	426118	0	1	Cytoplasm (By similarity).
C3MRB5	AROA_SULIL 	Sulfolobus islandicus                   	429572	0	1	Cytoplasm (By similarity).
C3MXK4	AROA_SULIM 	Sulfolobus islandicus                   	427317	0	1	Cytoplasm (By similarity).
C3NG04	AROA_SULIN 	Sulfolobus islandicus                   	419942	0	1	Cytoplasm (By similarity).
C3N7H2	AROA_SULIY 	Sulfolobus islandicus                   	439386	0	1	Cytoplasm (By similarity).
Q980I5	AROA_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q96Y91	AROA_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (By similarity).
Q9HLE6	AROA_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
Q5JFT3	AROA_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
Q978S3	AROA_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (By similarity).
Q0W6Q9	AROA_UNCMA 	Uncultured methanogenic archaeon RC-I.  	351160	0	1	Cytoplasm (By similarity).
Q9YEJ9	AROB_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (By similarity).
Q6L1G8	AROB_PICTO 	Picrophilus torridus                    	263820	0	1	Cytoplasm (By similarity).
Q9V1H9	AROB_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
Q8ZW80	AROB_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (By similarity).
A3MUK4	AROB_PYRCJ 	Pyrobaculum calidifontis                	410359	0	1	Cytoplasm (By similarity).
Q8U0A8	AROB_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
A1RVE1	AROB_PYRIL 	Pyrobaculum islandicum                  	384616	0	1	Cytoplasm (By similarity).
B1YD64	AROB_PYRNV 	Pyrobaculum neutrophilum                	444157	0	1	Cytoplasm (By similarity).
Q4JC76	AROB_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (By similarity).
Q980I9	AROB_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q96Y96	AROB_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (By similarity).
Q9HLE3	AROB_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
Q5JFX1	AROB_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
Q978S6	AROB_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (By similarity).
Q9YEK6	AROK_AERPE 	Aeropyrum pernix                        	272557	0	1	Cytoplasm (By similarity).
O29730	AROK_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (By similarity).
B0R569	AROK_HALS3 	Halobacterium salinarum                 	478009	0	1	Cytoplasm (By similarity).
Q9HQB0	AROK_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (By similarity).
Q8TR06	AROK_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (By similarity).
Q12XK2	AROK_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (By similarity).
Q58835	AROK_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (Probable).
A4FZL8	AROK_METM5 	Methanococcus maripaludis               	402880	0	1	Cytoplasm (By similarity).
A9A6N4	AROK_METM6 	Methanococcus maripaludis               	444158	0	1	Cytoplasm (By similarity).
A6VIV9	AROK_METM7 	Methanococcus maripaludis               	426368	0	1	Cytoplasm (By similarity).
Q8PUH2	AROK_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (By similarity).
Q6M0F1	AROK_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (By similarity).
A5ULG2	AROK_METS3 	Methanobrevibacter smithii              	420247	0	1	Cytoplasm (By similarity).
O26896	AROK_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (By similarity).
A0B8V5	AROK_METTP 	Methanosaeta thermophila                	349307	0	1	Cytoplasm (By similarity).
A6URV6	AROK_METVS 	Methanococcus vannielii                 	406327	0	1	Cytoplasm (By similarity).
Q9V1H6	AROK_PYRAB 	Pyrococcus abyssi                       	272844	0	1	Cytoplasm (By similarity).
Q8U0A5	AROK_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
Q9HLE5	AROK_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
C5A784	AROK_THEGJ 	Thermococcus gammatolerans              	593117	0	1	Cytoplasm (By similarity).
Q5JFT2	AROK_THEKO 	Thermococcus kodakaraensis              	69014	0	1	Cytoplasm (By similarity).
Q0W4U0	AROK_UNCMA 	Uncultured methanogenic archaeon RC-I.  	351160	0	1	Cytoplasm (By similarity).
O27106	ARSS_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Membrane (Probable); Multi-pass membrane protein (By similarity).
O28032	ASSY_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (By similarity).
Q5UZ46	ASSY_HALMA 	Haloarcula marismortui                  	272569	0	1	Cytoplasm (By similarity).
Q9HMQ2	ASSY_HALSA 	Halobacterium salinarum                 	64091	0	1	Cytoplasm (By similarity).
Q18E36	ASSY_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cytoplasm (By similarity).
A2BJL6	ASSY_HYPBU 	Hyperthermus butylicus                  	415426	0	1	Cytoplasm (By similarity).
A8AA65	ASSY_IGNH4 	Ignicoccus hospitalis                   	453591	0	1	Cytoplasm (By similarity).
Q8TNY5	ASSY_METAC 	Methanosarcina acetivorans              	188937	0	1	Cytoplasm (By similarity).
P13257	ASSY_METBA 	Methanosarcina barkeri.                 	2208	0	1	Cytoplasm (By similarity).
Q469Z8	ASSY_METBF 	Methanosarcina barkeri                  	269797	0	1	Cytoplasm (By similarity).
Q12XK3	ASSY_METBU 	Methanococcoides burtonii               	259564	0	1	Cytoplasm (By similarity).
Q2FLD8	ASSY_METHJ 	Methanospirillum hungatei JF-1          	323259	0	1	Cytoplasm (By similarity).
Q60174	ASSY_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
Q8TWU0	ASSY_METKA 	Methanopyrus kandleri                   	190192	0	1	Cytoplasm (By similarity).
Q8Q0U5	ASSY_METMA 	Methanosarcina mazei                    	192952	0	1	Cytoplasm (By similarity).
P61527	ASSY_METMP 	Methanococcus maripaludis               	267377	0	1	Cytoplasm (By similarity).
A4YI75	ASSY_METS5 	Metallosphaera sedula                   	399549	0	1	Cytoplasm (By similarity).
Q2NEC4	ASSY_METST 	Methanosphaera stadtmanae               	339860	0	1	Cytoplasm (By similarity).
O27322	ASSY_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cytoplasm (By similarity).
P13256	ASSY_METVA 	Methanococcus vannielii.                	2187	0	1	Cytoplasm (By similarity).
Q3IME2	ASSY_NATPD 	Natronomonas pharaonis                  	348780	0	1	Cytoplasm (By similarity).
Q6L1N7	ASSY_PICTO 	Picrophilus torridus                    	263820	0	1	Cytoplasm (By similarity).
Q8ZU97	ASSY_PYRAE 	Pyrobaculum aerophilum                  	178306	0	1	Cytoplasm (By similarity).
Q8U484	ASSY_PYRFU 	Pyrococcus furiosus                     	186497	0	1	Cytoplasm (By similarity).
Q4J8F1	ASSY_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cytoplasm (By similarity).
Q9UX31	ASSY_SULSO 	Sulfolobus solfataricus                 	273057	0	1	Cytoplasm (By similarity).
Q970V0	ASSY_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cytoplasm (By similarity).
Q9HKF1	ASSY_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cytoplasm (By similarity).
Q97A55	ASSY_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cytoplasm (By similarity).
P57684	ATKA_HALSA 	Halobacterium salinarum                 	64091	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
A7I5F0	ATKA_METB6 	Methanoregula boonei                    	456442	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
P57685	ATKA_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q97BF7	ATKA_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
P57699	ATKB_HALSA 	Halobacterium salinarum                 	64091	1	0	Cell membrane; Multi-pass membrane protein.
P57700	ATKB_THEAC 	Thermoplasma acidophilum                	273075	1	0	Cell membrane; Multi-pass membrane protein.
Q97BF6	ATKB_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
P57687	ATKC_HALSA 	Halobacterium salinarum                 	64091	0	1	Cell membrane; Single-pass membrane protein (By similarity).
B8GER0	ATKC_METPE 	Methanosphaerula palustris              	521011	0	1	Cell membrane; Single-pass membrane protein (By similarity).
P57688	ATKC_THEAC 	Thermoplasma acidophilum                	273075	0	1	Cell membrane; Single-pass membrane protein (By similarity).
Q97BF5	ATKC_THEVO 	Thermoplasma volcanium                  	273116	0	1	Cell membrane; Single-pass membrane protein (By similarity).
Q57674	ATPL_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q4J8L5	ATPL_SULAC 	Sulfolobus acidocaldarius               	330779	0	1	Cell membrane; Multi-pass membrane protein (Potential).
P62021	ATPL_SULTO 	Sulfolobus tokodaii                     	273063	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q48334	BAC3_HALVA 	Haloarcula vallismortis                 	28442	1	0	Cell membrane; Multi-pass membrane protein.
Q53461	BACH_HALAR 	Haloarcula argentinensis.               	43776	1	0	Cell membrane; Multi-pass membrane protein.
P33970	BACH_HALHM 	Halobacterium halobium                  	33003	1	0	Cell membrane; Multi-pass membrane protein.
Q48315	BACH_HALHP 	Halobacterium halobium                  	33004	1	0	Cell membrane; Multi-pass membrane protein.
Q48314	BACH_HALHS 	Halobacterium halobium                  	33005	1	0	Cell membrane; Multi-pass membrane protein.
O93741	BACH_HALS4 	Haloterrigena sp.                       	160432	1	0	Cell membrane; Multi-pass membrane protein.
P16102	BACH_HALSA 	Halobacterium salinarum                 	64091	1	0	Cell membrane; Multi-pass membrane protein.
O93742	BACH_HALSD 	Halorubrum sodomense.                   	35743	1	0	Cell membrane; Multi-pass membrane protein.
P33742	BACH_HALSS 	Halobacterium sp.                       	33006	1	0	Cell membrane; Multi-pass membrane protein.
P94853	BACH_HALVA 	Haloarcula vallismortis                 	28442	1	0	Cell membrane; Multi-pass membrane protein.
P15647	BACH_NATPH 	Natronomonas pharaonis                  	2257	1	0	Cell membrane; Multi-pass membrane protein.
P69051	BACR1_HALC1	Halorubrum chaoviator                   	335819	1	0	Cell membrane; Multi-pass membrane protein.
P69052	BACR1_HALSS	Halobacterium sp.                       	33006	1	0	Cell membrane; Multi-pass membrane protein.
P29563	BACR2_HALS2	Halobacterium sp.                       	29285	1	0	Cell membrane; Multi-pass membrane protein.
P96787	BACR3_HALSD	Halorubrum sodomense.                   	35743	1	0	Cell membrane; Multi-pass membrane protein.
Q57101	BACR_HALAR 	Haloarcula argentinensis.               	43776	1	0	Cell membrane; Multi-pass membrane protein.
P33969	BACR_HALHM 	Halobacterium halobium                  	33003	1	0	Cell membrane; Multi-pass membrane protein.
P33971	BACR_HALHP 	Halobacterium halobium                  	33004	1	0	Cell membrane; Multi-pass membrane protein.
P33972	BACR_HALHS 	Halobacterium halobium                  	33005	1	0	Cell membrane; Multi-pass membrane protein.
O93740	BACR_HALS4 	Haloterrigena sp.                       	160432	1	0	Cell membrane; Multi-pass membrane protein.
P02945	BACR_HALSA 	Halobacterium salinarum                 	64091	1	0	Cell membrane; Multi-pass membrane protein.
Q53496	BACR_HALSR 	Haloarcula sp.                          	69009	1	0	Cell membrane; Multi-pass membrane protein.
P94854	BACR_HALVA 	Haloarcula vallismortis                 	28442	1	0	Cell membrane; Multi-pass membrane protein.
P25964	BACS1_HALSA	Halobacterium salinarum                 	64091	1	0	Cell membrane; Multi-pass membrane protein.
P33743	BACS1_HALSS	Halobacterium sp.                       	33006	1	0	Cell membrane; Multi-pass membrane protein.
P71411	BACS2_HALSA	Halobacterium salinarum                 	64091	1	0	Cell membrane; Multi-pass membrane protein.
P42197	BACS2_HALVA	Haloarcula vallismortis                 	28442	1	0	Cell membrane; Multi-pass membrane protein.
P42196	BACS2_NATPH	Natronomonas pharaonis                  	2257	1	0	Cell membrane; Multi-pass membrane protein.
O93743	BACS_HALSD 	Halorubrum sodomense.                   	35743	1	0	Cell membrane; Multi-pass membrane protein.
Q58696	BIOA_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
A6UVE3	BIOD_META3 	Methanococcus aeolicus                  	419665	0	1	Cytoplasm (By similarity).
Q58695	BIOD_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cytoplasm (By similarity).
A6UQL8	BIOD_METVS 	Methanococcus vannielii                 	406327	0	1	Cytoplasm (By similarity).
A9A5K8	BIOD_NITMS 	Nitrosopumilus maritimus                	436308	0	1	Cytoplasm (By similarity).
O26990	BIOY_METTH 	Methanothermobacter thermautotrophicus  	187420	0	1	Cell membrane; Multi-pass membrane protein (Potential).
O57898	BIOY_PYRHO 	Pyrococcus horikoshii                   	70601	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HNE6	BLH_HALSA  	Halobacterium salinarum                 	64091	0	1	Cell membrane; Multi-pass membrane protein (Potential).
B0R5N7	BRP_HALS3  	Halobacterium salinarum                 	478009	0	1	Cell membrane; Multi-pass membrane protein (Potential).
Q9HPU7	BRP_HALSA  	Halobacterium salinarum                 	64091	0	1	Cell membrane; Multi-pass membrane protein (Potential).
B0R5G3	BTUCA_HALS3	Halobacterium salinarum                 	478009	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q9HQ19	BTUCA_HALSA	Halobacterium salinarum                 	64091	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
B0R5G4	BTUDA_HALS3	Halobacterium salinarum                 	478009	0	1	Cell membrane; Peripheral membrane protein (By similarity).
Q9HQ18	BTUDA_HALSA	Halobacterium salinarum                 	64091	0	1	Cell membrane; Peripheral membrane protein (By similarity).
O29592	BUD32_ARCFU	Archaeoglobus fulgidus                  	224325	0	1	Cytoplasm (Potential).
Q46D59	CBIM1_METBF	Methanosarcina barkeri                  	269797	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
A2SQF0	CBIM1_METLZ	Methanocorpusculum labreanum            	410358	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
B8GJG9	CBIM1_METPE	Methanosphaerula palustris              	521011	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q46AL8	CBIM2_METBF	Methanosarcina barkeri                  	269797	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
A2SSE8	CBIM2_METLZ	Methanocorpusculum labreanum            	410358	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
B8GEB7	CBIM2_METPE	Methanosphaerula palustris              	521011	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
A2SSD6	CBIMQ_METLZ	Methanocorpusculum labreanum            	410358	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
O29530	CBIM_ARCFU 	Archaeoglobus fulgidus                  	224325	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
B0R611	CBIM_HALS3 	Halobacterium salinarum                 	478009	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q18J48	CBIM_HALWD 	Haloquadratum walsbyi                   	362976	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
Q58491	CBIM_METJA 	Methanocaldococcus jannaschii           	243232	0	1	Cell membrane; Multi-pass membrane protein (By similarity).
